HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side,PassengerId
0,0,2,-0.05365639146900829,0,-0.3318390341874827,0.3294925294090605,-0.2758507079866477,-0.2711513970587074,-0.2540379523243512,1,5,1006,0,0011_01
0,0,2,0.1548614089154489,0,-0.2947789297610143,-0.2852625723580405,1.1871706886570808,-0.2729208706719472,-0.259969666988178,0,-1,-1,-1,0012_01
2,0,0,-0.12316232493049402,0,1.6416115265219593,-0.20826039328659665,0.0,-0.2729208706719472,-0.259969666988178,0,5,1117,0,0014_01
0,0,0,-0.3316801253149512,0,-0.3441924023296388,-0.28463140695581557,-0.29617044960669947,-0.2729208706719472,0.27981636742006155,0,5,1228,0,0015_01
2,1,2,1.127944477376249,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1339,0,0016_01
0,0,2,-1.9998225283906086,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,0,0,0017_01
0,0,0,-1.0267394599298085,0,0.2920060569914019,-0.2852625723580405,-0.2944771378050285,-0.2729208706719472,0.31540665540302243,0,5,1450,0,0017_02
0,1,2,-1.930316594929123,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,4,0,1,0020_01
0,1,0,1.405968211222192,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,4,0,1,0020_02
0,1,0,0.015849541992477435,0,-0.3441924023296388,-0.2852625723580405,0.0,-0.2729208706719472,-0.259969666988178,0,4,0,1,0020_03
0,0,2,-1.3047631937757513,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,4,0,1,0020_04
0,1,1,-1.930316594929123,0,0.0,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,4,0,1,0020_05
0,0,2,-1.5132809941602086,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,4,0,1,0020_06
2,0,2,-0.5401979256994084,0,1.1690951950844872,-0.2840002415535906,-0.17933193529140168,-0.2729208706719472,-0.259969666988178,0,3,0,0,0022_01
1,1,2,2.3095453462215065,0,-0.3441924023296388,-0.2852625723580405,0.0,-0.2729208706719472,-0.259969666988178,1,2,1006,1,0024_01
0,0,2,-0.9572335264683227,0,-0.3441924023296388,-0.14325035685742685,-0.29617044960669947,0.610046462334717,-0.259969666988178,0,5,1450,1,0025_01
1,0,0,0.3633792092999061,0,-0.31022063993870946,3.547804915354079,-0.29617044960669947,0.9993306572474748,0.017973534402563867,0,2,0,0,0026_01
2,0,2,0.9889326104532776,0,1.392999992661067,-0.2852625723580405,-0.06588004457944589,-0.2304535039541918,-0.259969666988178,0,5,1672,0,0028_01
0,0,2,0.22436734237693462,0,-0.3441924023296388,0.2512280195331667,-0.15901219367134992,0.11370911382095088,0.12389701054232831,0,6,1228,1,0030_01
2,0,2,1.2669563442992204,0,-0.013739804526962317,-0.2852625723580405,2.093092502551056,-0.2729208706719472,0.781469950417986,1,5,1783,0,0031_01
2,0,2,-1.8608106614676372,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1783,0,0031_02
2,0,2,-0.6097038591608941,0,0.0,-0.2852625723580405,2.667125203317519,0.6029685678817578,-0.259969666988178,1,5,1783,0,0031_03
1,1,0,-0.05365639146900829,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,3,1,1,0034_01
2,0,0,-0.4011860587764369,0,0.866437675601662,0.32318087538681095,-0.29617044960669947,0.5684638324235816,-0.259969666988178,0,3,1,0,0035_01
0,0,0,-0.9572335264683227,-1,-0.3441924023296388,0.025270805536634713,-0.2148914831264923,-0.2552261345395491,0.0798328444681863,0,5,1672,1,0036_01
0,0,0,-0.6097038591608941,0,0.5112783415146732,-0.16218531892417531,-0.29617044960669947,2.032703247379523,-0.259969666988178,0,5,2,1,0038_01
0,1,0,0.08535547545396316,0,-0.3441924023296388,-0.2852625723580405,0.0,-0.2729208706719472,-0.259969666988178,0,6,1,0,0039_01
0,1,2,-0.8182216595453513,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1006,0,0041_01
1,0,2,1.127944477376249,0,-0.3441924023296388,-0.18175144639314877,-0.21997141853150526,1.948653250750632,0.4645469098078107,0,1,1117,0,0043_01
0,1,2,1.8230038119911063,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1117,0,0044_01
0,1,0,-1.7217987945446658,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1117,0,0044_02
0,1,1,-0.5401979256994084,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1117,0,0044_03
2,0,2,-0.5401979256994084,0,1.153653484906792,-0.2852625723580405,0.00862567469407731,-0.2729208706719472,-0.20573684720461863,0,5,2,0,0045_01
2,1,-1,-0.6792097926223798,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,2,0,0045_02
0,0,0,0.4328851427613918,0,0.875702701708279,-0.2852625723580405,-0.29617044960669947,0.0,-0.259969666988178,0,4,1,1,0050_01
0,0,2,1.892509745452592,0,-0.3441924023296388,-0.21457204730884616,-0.29617044960669947,0.9471311856569005,-0.15235141523017734,0,4,1006,1,0051_01
0,0,2,0.0,0,-0.33801571825856075,-0.2852625723580405,-0.2927838260033575,3.8703015947290638,-0.259969666988178,0,6,1450,1,0052_01
0,0,2,-0.26217419185346547,0,-0.3441924023296388,-0.2852625723580405,2.9854678220316635,-0.2729208706719472,-0.2591222791790599,1,5,113,1,0053_01
1,0,2,-1.8608106614676372,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,0,1,1,0056_01
1,1,2,0.641402943145849,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,0,1,1,0056_02
1,0,2,-0.12316232493049402,0,0.08663131162805625,0.09659249598805403,5.4170635692311935,-0.019886143978654642,-0.25742750356082367,1,0,1,1,0056_03
0,1,1,0.5023910762228775,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1561,1,0058_01
0,0,2,-0.47069199223792263,0,-0.27470470653001056,0.40649470848050434,-0.04556030295939412,0.9453617120436607,-0.2591222791790599,0,5,224,1,0061_01
0,0,2,2.3095453462215065,0,-0.3441924023296388,0.08838734575912968,-0.29617044960669947,-0.2578803449594088,-0.23878497176022512,0,5,335,1,0062_01
2,1,2,-0.9572335264683227,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,446,1,0064_01
-1,1,2,0.2938732758384203,0,-0.3441924023296388,-0.2852625723580405,0.0,-0.2729208706719472,-0.259969666988178,1,4,1117,1,0064_02
0,0,2,2.3095453462215065,0,-0.3426482313118693,-0.18869426581762322,0.037411975322484005,-0.2729208706719472,0.1298287252061551,0,6,1450,0,0066_01
0,1,1,-1.9998225283906086,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,2,1,0067_01
0,0,2,-0.7487157260838656,0,-0.3426482313118693,-0.1224218985840035,0.4590466139385585,-0.2729208706719472,-0.259969666988178,1,6,2,1,0067_02
0,0,0,-0.5401979256994084,0,2.66076439824984,-0.2619094524757174,-0.29617044960669947,-0.2729208706719472,-0.23963235956934326,0,5,557,1,0067_03
2,0,2,0.0,0,0.8803352147615876,-0.2852625723580405,-0.2927838260033575,-0.04908245859711148,-0.259969666988178,0,4,1228,1,0068_01
0,0,2,0.9194266769917919,0,1.025487290431922,-0.2852625723580405,-0.28093064339166063,-0.26761244983222776,-0.259969666988178,1,5,668,1,0069_01
0,0,2,-0.6792097926223798,0,-0.05079990895343071,-0.2852625723580405,-0.28770389059834456,-0.2720361338653273,0.35523388243157383,0,5,335,0,0070_01
0,0,2,-0.8182216595453513,0,-0.3194856660453266,1.0812105234589755,-0.29617044960669947,-0.2729208706719472,-0.215905500914036,0,5,446,0,0071_01
0,0,2,-1.0267394599298085,0,-0.3441924023296388,-0.28463140695581557,-0.29617044960669947,-0.2729208706719472,0.6408035741043787,0,5,779,1,0072_01
2,0,1,0.5718970096843633,0,-0.27316053551224106,-0.2328758439733697,0.9534936600264852,-0.2729208706719472,-0.24980101327876064,0,3,1117,0,0073_01
1,0,2,0.9194266769917919,0,-0.3426482313118693,5.014633310124862,-0.29617044960669947,-0.2729208706719472,0.16880856442558842,1,2,1117,1,0074_01
2,0,2,-0.12316232493049402,0,-0.11719926271751992,-0.2852625723580405,1.42762096449436,-0.2729208706719472,-0.259969666988178,1,5,890,1,0076_01
2,0,2,-0.05365639146900829,0,-0.32257400808086556,-0.2852625723580405,1.896668333557222,-0.2729208706719472,-0.259969666988178,1,5,557,0,0077_01
1,0,2,0.641402943145849,0,-0.3441924023296388,3.4007433766356656,-0.29617044960669947,0.011079644253042,7.920712242238109,0,2,1228,1,0078_01
0,1,2,-1.0962453933912941,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,335,1,0081_01
2,0,2,0.9194266769917919,0,11.091938155271398,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,5,668,0,0082_01
2,1,2,-1.8608106614676372,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,668,0,0082_02
2,0,2,-1.4437750606987227,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,668,0,0082_03
0,0,2,-0.3316801253149512,0,0.7181972578957884,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.24556407423317006,1,6,446,1,0084_01
1,1,2,0.7804148100688204,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,2,1339,1,0085_01
0,0,2,0.9889326104532776,0,-0.018372317580270865,-0.2852625723580405,-0.29617044960669947,0.2915412119515516,0.17474027908941522,0,5,779,0,0086_01
2,1,1,1.127944477376249,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,4,1339,1,0088_01
0,1,2,0.4328851427613918,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,557,1,0090_01
0,1,2,-0.19266825839197974,0,0.0,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,668,1,0091_01
0,0,2,-0.12316232493049402,0,-0.3426482313118693,0.1546597129927494,-0.243677783754899,-0.10659035102740524,-0.259969666988178,0,5,1007,1,0091_02
0,0,2,-0.6792097926223798,0,-0.3441924023296388,-0.2852625723580405,0.8383484575128585,-0.2720361338653273,-0.2311584814781621,0,6,1783,0,0092_01
0,1,2,-1.9998225283906086,0,-0.3441924023296388,-0.2852625723580405,0.0,-0.2729208706719472,-0.259969666988178,1,6,1783,0,0092_02
0,1,2,-1.7913047280061514,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1783,0,0092_03
1,0,2,1.7534978785296207,0,-0.3441924023296388,0.47718523352969866,-0.29617044960669947,-0.2702666602520875,0.27981636742006155,0,0,1006,1,0097_01
0,0,2,-0.19266825839197974,0,-0.3441924023296388,0.2550150119465164,-0.28770389059834456,-0.24460929286011027,-0.259969666988178,0,6,113,0,0098_01
0,0,2,-0.19266825839197974,0,-0.3441924023296388,1.488943373296293,1.3243289445924302,-0.2729208706719472,-0.18624692759490197,1,6,113,0,0098_02
0,0,1,-0.4011860587764369,0,0.13604478419668076,-0.015754945607987014,0.5945115580722371,-0.24018560882701076,-0.259969666988178,0,5,995,0,0099_01
0,-1,2,-1.8608106614676372,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,224,0,0099_02
2,1,2,0.1548614089154489,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,-1,-1,-1,0101_01
0,0,2,-0.7487157260838656,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,0.46141067882257314,-0.1828573763584295,0,5,1040,1,0102_01
0,0,2,-0.3316801253149512,0,-0.3441924023296388,0.0,-0.29617044960669947,-0.2729208706719472,-0.24556407423317006,1,5,1051,1,0103_01
0,1,0,-1.3742691272372372,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,890,1,0103_02
0,1,2,-1.5827869276216944,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,890,1,0103_03
0,-1,2,-0.12316232493049402,0,-0.3441924023296388,-0.2852625723580405,0.6690172773457603,-0.2711513970587074,-0.1489618639937049,0,5,1018,0,0105_01
2,0,2,-0.5401979256994084,0,2.3472976816426283,-0.28210674534691577,-0.26738414897829277,-0.2729208706719472,-0.259969666988178,0,3,1006,1,0107_01
0,1,2,-0.4011860587764369,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,995,1,0108_01
0,0,2,0.1548614089154489,0,0.5236317096568294,-0.2852625723580405,0.25584919773804066,-0.2729208706719472,-0.259969666988178,0,6,995,1,0108_02
0,0,2,-1.9998225283906086,-1,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,995,1,0108_03
1,0,2,0.22436734237693462,0,-0.3441924023296388,-0.026484757445811156,-0.2860105787966736,3.203210042537656,0.3874346191780622,0,-1,-1,-1,0110_01
1,-1,2,0.7804148100688204,0,-0.3441924023296388,-0.07634682422158218,-0.29617044960669947,-0.2729208706719472,1.1695735669940828,0,1,1339,0,0110_02
1,0,2,0.9194266769917919,0,3.0668813759232227,6.921383990246434,-0.29617044960669947,1.3797674840940335,0.11711790806938338,1,1,1339,0,0110_03
1,1,2,-0.05365639146900829,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,1,1339,0,0110_04
1,1,2,0.015849541992477435,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,4,1450,1,0111_01
1,0,0,1.3364622777607063,1,-0.3441924023296388,1.3160040530866566,-0.14885232286132402,-0.2578803449594088,-0.2489536254696425,1,1,1,1,0112_01
0,0,2,2.448557213144478,0,-0.3441924023296388,-0.2852625723580405,1.06525223893677,-0.2729208706719472,-0.259969666988178,1,5,1040,0,0113_01
0,0,2,-0.12316232493049402,0,-0.21757037887253847,-0.18616960420872342,0.4302603133101518,-0.06235351069641004,-0.2591222791790599,0,6,1007,1,0114_01
2,-1,2,-0.19266825839197974,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,0.0,1,5,1051,0,0115_01
1,0,2,0.2938732758384203,0,-0.3426482313118693,1.1178181167880226,-0.29617044960669947,-0.2623040289925084,0.08237500789554064,1,3,1228,0,0116_01
-1,0,2,0.7109088766073347,0,-0.3441924023296388,1.1941891304572414,-0.29617044960669947,-0.21541297824165345,5.585311440308583,0,0,0,0,0119_01
1,1,2,-1.0962453933912941,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,0,0,0,0119_02
2,1,2,-0.3316801253149512,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,0.0,1,5,1062,0,0120_01
0,0,2,0.015849541992477435,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,0.34551015715536576,-0.19726296911343746,0,6,1018,1,0122_01
0,0,2,-0.7487157260838656,0,-0.2592629963523154,0.09154317277025442,-0.21319817132482133,-0.2729208706719472,-0.2591222791790599,0,5,1084,0,0123_01
2,1,2,2.657075013528935,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1084,1,0126_01
2,0,2,0.4328851427613918,0,0.7382714811267921,-0.2852625723580405,0.2050498436879112,-0.2729208706719472,-0.23878497176022512,0,4,1561,1,0127_01
2,0,2,2.240039412760021,1,3.2892420024820335,-0.07445332801490732,-0.28093064339166063,0.006655960219942479,-0.2582748913699418,0,3,1117,1,0128_01
2,0,2,1.127944477376249,0,2.903199248039654,-0.2814755799446908,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,4,1672,1,0128_02
0,1,1,-0.47069199223792263,0,-0.3441924023296388,-0.2852625723580405,0.0,-0.2729208706719472,-0.259969666988178,1,6,1029,1,0129_01
2,1,2,-0.6792097926223798,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1106,1,0133_01
2,0,2,0.5023910762228775,0,3.883747844323297,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,3,1339,1,0133_02
0,0,2,-0.6792097926223798,0,-0.3441924023296388,-0.2764262567268912,0.9399471656131173,-0.2729208706719472,-0.259969666988178,1,6,779,0,0134_01
0,0,1,1.2669563442992204,0,-0.19440781360599574,-0.02143543422801156,-0.08281316259615572,-0.2508024505064496,-0.21336333748668165,0,6,1040,1,0136_01
0,1,2,-1.0962453933912941,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,890,0,0138_01
0,0,-1,0.3633792092999061,0,-0.3441924023296388,-0.2713769335090916,-0.29617044960669947,0.2260706882616787,-0.08456039050072811,0,4,1339,0,0138_02
1,1,0,0.4328851427613918,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,2,1450,1,0139_01
0,1,2,-0.3316801253149512,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,995,0,0140_01
0,0,2,-0.19266825839197974,0,0.3352428454889484,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,0.13152350082439135,0,5,1106,0,0140_02
2,0,2,0.1548614089154489,0,0.0,-0.2852625723580405,-0.1319192048446142,-0.2729208706719472,-0.259969666988178,0,5,1118,0,0141_01
0,0,2,-0.6097038591608941,0,-0.3441924023296388,-0.02017310342356166,0.05942502874420677,-0.2729208706719472,-0.259969666988178,1,5,1129,1,0144_01
0,0,2,1.892509745452592,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1062,1,0146_01
0,1,2,1.4754741446836777,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1073,1,0147_01
2,0,2,0.9194266769917919,0,1.3111589287192826,-0.2852625723580405,-0.27923733158998965,-0.2729208706719472,-0.19556819349520124,0,5,1129,0,0148_01
0,1,0,0.0,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1084,1,0149_01
0,1,0,0.641402943145849,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1007,0,0151_01
0,0,-1,0.8499207435303062,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,0.2543947331465181,0,5,1140,0,0152_01
0,0,2,-0.47069199223792263,0,6.016248019862999,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.20827901063197296,0,6,1029,0,0160_01
1,1,2,-0.19266825839197974,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,1,1672,0,0163_01
1,1,2,-0.8182216595453513,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,1,1672,0,0163_02
0,0,2,1.962015678914078,0,-0.266983851441163,0.7801446265976745,-0.29617044960669947,0.0,-0.14557231275723242,1,6,1095,1,0164_01
0,1,1,-0.8182216595453513,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1095,1,0164_02
2,1,2,0.4328851427613918,-1,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1195,0,0165_01
2,1,2,-1.0962453933912941,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1173,1,0167_01
2,0,2,-0.12316232493049402,0,1.763601036925751,-0.2852625723580405,-0.2148914831264923,-0.2534566609263093,-0.1438775371389962,0,5,1173,1,0167_02
0,1,2,0.1548614089154489,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1040,0,0169_01
0,0,2,-0.3316801253149512,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.0773940364089484,0.22049922078179346,0,4,2,1,0170_01
0,1,1,-0.6792097926223798,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1118,1,0171_01
0,1,2,0.22436734237693462,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1051,0,0172_01
0,-1,2,2.0315216123755637,0,-0.3441924023296388,0.33643534883353493,-0.29617044960669947,-0.2684971866388477,-0.259969666988178,1,4,113,1,0173_01
0,0,0,-0.5401979256994084,0,0.09898467977021237,-0.2852625723580405,-0.26907746077996375,-0.17117613791065825,-0.11167680039250781,0,5,1206,0,0174_01
1,0,2,0.641402943145849,0,-0.3441924023296388,6.244774679061288,-0.2944771378050285,12.971589124428016,1.5288659980601638,0,1,1006,1,0177_01
2,0,2,0.641402943145849,0,4.92760745233549,-0.2852625723580405,-0.023547249537671348,-0.2481482400865899,-0.15913051770312228,0,3,1450,1,0178_01
0,0,2,-0.6792097926223798,0,-0.3426482313118693,-0.14703734927077652,0.8434283929178714,-0.2711513970587074,-0.2506484010878787,1,6,1073,0,0179_01
0,0,2,-1.9998225283906086,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1073,0,0179_02
0,0,2,-1.7913047280061514,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1073,0,0179_03
0,0,2,-0.6097038591608941,0,-0.3441924023296388,-0.2852625723580405,-0.2910905142016865,-0.00838456549259589,-0.18200998854931139,0,6,1084,0,0181_01
1,1,2,-0.3316801253149512,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,2,1117,0,0182_01
0,0,2,0.5718970096843633,0,-0.31794149502755703,-0.19311242363319786,0.42518037790513885,-0.2729208706719472,-0.06337569527277521,1,5,1184,1,0183_01
0,0,2,-0.26217419185346547,0,-0.2484537992279288,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,0.5501330785287404,0,6,1095,0,0186_01
0,1,2,1.892509745452592,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1129,1,0188_01
0,0,0,1.405968211222192,0,-0.21448203683699943,-0.28336907615136564,0.38284758286336434,-0.09420403573472659,-0.1769256616946027,0,4,1672,0,0189_01
0,1,0,-1.2352572603142657,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1140,1,0190_01
0,1,2,-1.930316594929123,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,6,1106,0,0192_01
0,0,2,-1.4437750606987227,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,0,6,1106,0,0192_02
0,0,2,0.7109088766073347,0,-0.3441924023296388,-0.2852625723580405,-0.27923733158998965,0.5215727816727266,-0.259969666988178,0,6,1106,0,0192_03
2,1,2,-1.8608106614676372,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1240,0,0193_01
2,0,2,-0.4011860587764369,0,0.0,-0.2852625723580405,-0.2826239551933316,0.6755169860245899,-0.259969666988178,0,5,1240,0,0193_02
2,0,2,-1.9998225283906086,0,-0.3441924023296388,-0.2852625723580405,-0.29617044960669947,-0.2729208706719472,-0.259969666988178,1,5,1240,0,0193_03
2,0,2,0.7109088766073347,0,0.2827410308847848,-0.2852625723580405,1.1719308824420418,-0.2729208706719472,-0.259969666988178,1,5,1251,0,0195_01
2,0,1,-0.26217419185346547,0,1.2802755083638924,-0.2852625723580405,0.9213207357947365,-0.2729208706719472,-0.2540379523243512,0,3,1339,0,0196_01
1,0,2,0.5023910762228775,0,-0.3441924023296388,0.32823019860461056,-0.29617044960669947,0.43044489059087654,0.2272783232547384,0,2,1339,0,0197_01
